"Id partie","Nom du joueur","Prix moyen des citadelles achetées","Rôle préféré","Nombre de fois où il assassine","Nombre de fois où il s'est fait assassiner"
"190","MattPlayer","","","","1"
"191","MattPlayer","","","","1"
"191","ThomasPlayer","","","","0"
"191","RandomPlayer","","","","0"
"191","AlwaysSpendPlayer","","","","0"
"192","ThomasPlayer","","","","1"
"192","AlwaysSpendPlayer","","","","0"
"192","RandomPlayer","","","","2"
"192","MattPlayer","","","","1"
"193","RandomPlayer","","","","0"
"193","MattPlayer","","","","0"
"193","AlwaysSpendPlayer","","","","0"
"193","ThomasPlayer","","","","1"
"194","MattPlayer","","","","1"
"194","AlwaysSpendPlayer","","","","1"
"194","RandomPlayer","","","","0"
"194","ThomasPlayer","","","","1"
"195","AlwaysSpendPlayer","","","","0"
"195","RandomPlayer","","","","0"
"195","MattPlayer","","","","1"
"195","ThomasPlayer","","","","2"
"196","RandomPlayer","","","","0"
"196","ThomasPlayer","","","","0"
"196","MattPlayer","","","","0"
"196","AlwaysSpendPlayer","","","","2"
"197","ThomasPlayer","","","","0"
"197","RandomPlayer","","","","0"
"197","AlwaysSpendPlayer","","","","0"
"197","MattPlayer","","","","0"
"198","ThomasPlayer","","","","0"
"198","MattPlayer","","","","2"
"198","AlwaysSpendPlayer","","","","1"
"198","RandomPlayer","","","","1"
"199","MattPlayer","","","","1"
"199","RandomPlayer","","","","1"
"199","AlwaysSpendPlayer","","","","0"
"199","ThomasPlayer","","","","0"
"200","ThomasPlayer","","","","0"
"200","RandomPlayer","","","","0"
"200","AlwaysSpendPlayer","","","","1"
"200","MattPlayer","","","","1"
"201","MattPlayer","","","","2"
"201","ThomasPlayer","","","","1"
"201","AlwaysSpendPlayer","","","","1"
"201","RandomPlayer","","","","1"
"202","AlwaysSpendPlayer","","","","1"
"202","RandomPlayer","","","","0"
"202","MattPlayer","","","","0"
"202","ThomasPlayer","","","","0"
"203","RandomPlayer","","","","0"
"203","ThomasPlayer","","","","0"
"203","MattPlayer","","","","0"
"203","AlwaysSpendPlayer","","","","0"
"204","RandomPlayer","","","","0"
"204","ThomasPlayer","","","","1"
"204","MattPlayer","","","","0"
"204","AlwaysSpendPlayer","","","","1"
"205","AlwaysSpendPlayer","","","","0"
"205","RandomPlayer","","","","0"
"205","MattPlayer","","","","1"
"205","ThomasPlayer","","","","0"
"206","ThomasPlayer","","","","1"
"206","AlwaysSpendPlayer","","","","0"
"206","MattPlayer","","","","0"
"206","RandomPlayer","","","","0"
"207","MattPlayer","","","","1"
"207","RandomPlayer","","","","0"
"207","AlwaysSpendPlayer","","","","1"
"207","ThomasPlayer","","","","0"
"208","ThomasPlayer","","","","2"
"208","AlwaysSpendPlayer","","","","1"
"208","RandomPlayer","","","","1"
"208","MattPlayer","","","","1"
"209","AlwaysSpendPlayer","","","","0"
"209","RandomPlayer","","","","1"
"209","ThomasPlayer","","","","1"
"209","MattPlayer","","","","0"
"210","ThomasPlayer","","","","3"
"210","RandomPlayer","","","","1"
"210","MattPlayer","","","","1"
"210","AlwaysSpendPlayer","","","","0"
"211","MattPlayer","","","","0"
"211","RandomPlayer","","","","0"
"211","AlwaysSpendPlayer","","","","0"
"211","ThomasPlayer","","","","0"
"212","ThomasPlayer","","","","1"
"212","RandomPlayer","","","","0"
"212","AlwaysSpendPlayer","","","","0"
"212","MattPlayer","","","","0"
"213","MattPlayer","","","","0"
"213","AlwaysSpendPlayer","","","","1"
"213","ThomasPlayer","","","","0"
"213","RandomPlayer","","","","0"
"214","RandomPlayer","","","","0"
"214","ThomasPlayer","","","","1"
"214","AlwaysSpendPlayer","","","","0"
"214","MattPlayer","","","","1"
"215","MattPlayer","","","","1"
"215","AlwaysSpendPlayer","","","","0"
"215","RandomPlayer","","","","1"
"215","ThomasPlayer","","","","1"
"216","AlwaysSpendPlayer","","","","0"
"216","RandomPlayer","","","","1"
"216","MattPlayer","","","","1"
"216","ThomasPlayer","","","","1"
"217","ThomasPlayer","","","","0"
"217","RandomPlayer","","","","0"
"217","AlwaysSpendPlayer","","","","0"
"217","MattPlayer","","","","0"
"218","RandomPlayer","","","","1"
"218","ThomasPlayer","","","","0"
"218","AlwaysSpendPlayer","","","","0"
"218","MattPlayer","","","","2"
"219","ThomasPlayer","","","","0"
"219","RandomPlayer","","","","0"
"219","AlwaysSpendPlayer","","","","1"
"219","MattPlayer","","","","0"
"220","RandomPlayer","","","","0"
"220","AlwaysSpendPlayer","","","","0"
"220","MattPlayer","","","","0"
"220","ThomasPlayer","","","","0"
"221","MattPlayer","","","","1"
"221","ThomasPlayer","","","","1"
"221","AlwaysSpendPlayer","","","","0"
"221","RandomPlayer","","","","0"
"222","AlwaysSpendPlayer","","","","1"
"222","RandomPlayer","","","","1"
"222","MattPlayer","","","","0"
"222","ThomasPlayer","","","","0"
"223","AlwaysSpendPlayer","","","","1"
"223","RandomPlayer","","","","0"
"223","MattPlayer","","","","0"
"223","ThomasPlayer","","","","0"
"224","MattPlayer","","","","0"
"224","ThomasPlayer","","","","1"
"224","RandomPlayer","","","","0"
"224","AlwaysSpendPlayer","","","","1"
"225","AlwaysSpendPlayer","","","","0"
"225","RandomPlayer","","","","2"
"225","ThomasPlayer","","","","1"
"225","MattPlayer","","","","1"
"226","MattPlayer","","","","1"
"226","ThomasPlayer","","","","1"
"226","AlwaysSpendPlayer","","","","1"
"226","RandomPlayer","","","","2"
"227","RandomPlayer","","","","2"
"227","ThomasPlayer","","","","2"
"227","MattPlayer","","","","0"
"227","AlwaysSpendPlayer","","","","0"
"228","AlwaysSpendPlayer","","","","0"
"228","MattPlayer","","","","0"
"228","RandomPlayer","","","","0"
"228","ThomasPlayer","","","","0"
"229","AlwaysSpendPlayer","","","","1"
"229","MattPlayer","","","","0"
"229","RandomPlayer","","","","0"
"229","ThomasPlayer","","","","1"
"230","RandomPlayer","","","","0"
"230","MattPlayer","","","","0"
"230","ThomasPlayer","","","","0"
"230","AlwaysSpendPlayer","","","","0"
"231","MattPlayer","","","","1"
"231","ThomasPlayer","","","","0"
"231","RandomPlayer","","","","1"
"231","AlwaysSpendPlayer","","","","1"
"232","RandomPlayer","","","","0"
"232","MattPlayer","","","","0"
"232","AlwaysSpendPlayer","","","","0"
"232","ThomasPlayer","","","","1"
"233","RandomPlayer","","","","0"
"233","MattPlayer","","","","0"
"233","ThomasPlayer","","","","1"
"233","AlwaysSpendPlayer","","","","1"
"234","AlwaysSpendPlayer","","","","0"
"234","RandomPlayer","","","","2"
"234","ThomasPlayer","","","","1"
"234","MattPlayer","","","","0"
"235","RandomPlayer","","","","0"
"235","ThomasPlayer","","","","0"
"235","MattPlayer","","","","0"
"235","AlwaysSpendPlayer","","","","0"
"236","ThomasPlayer","","","","2"
"236","RandomPlayer","","","","0"
"236","AlwaysSpendPlayer","","","","1"
"236","MattPlayer","","","","1"
"237","AlwaysSpendPlayer","","","","0"
"237","ThomasPlayer","","","","2"
"237","RandomPlayer","","","","0"
"237","MattPlayer","","","","0"
"238","ThomasPlayer","","","","1"
"238","AlwaysSpendPlayer","","","","0"
"238","MattPlayer","","","","0"
"238","RandomPlayer","","","","1"
"239","RandomPlayer","","","","1"
"239","AlwaysSpendPlayer","","","","1"
"239","ThomasPlayer","","","","1"
"239","MattPlayer","","","","1"
"240","AlwaysSpendPlayer","","","","0"
"240","ThomasPlayer","","","","1"
"240","MattPlayer","","","","0"
"240","RandomPlayer","","","","1"
"241","MattPlayer","","","","1"
"241","AlwaysSpendPlayer","","","","0"
"241","ThomasPlayer","","","","1"
"241","RandomPlayer","","","","0"
"242","RandomPlayer","","","","0"
"242","ThomasPlayer","","","","0"
"242","MattPlayer","","","","0"
"242","AlwaysSpendPlayer","","","","0"
"243","AlwaysSpendPlayer","","","","1"
"243","RandomPlayer","","","","0"
"243","MattPlayer","","","","2"
"243","ThomasPlayer","","","","1"
"244","MattPlayer","","","","0"
"244","RandomPlayer","","","","1"
"244","AlwaysSpendPlayer","","","","0"
"244","ThomasPlayer","","","","0"
"245","AlwaysSpendPlayer","","","","0"
"245","RandomPlayer","","","","0"
"245","ThomasPlayer","","","","0"
"245","MattPlayer","","","","0"
"246","RandomPlayer","","","","1"
"246","ThomasPlayer","","","","1"
"246","MattPlayer","","","","0"
"246","AlwaysSpendPlayer","","","","0"
"247","RandomPlayer","","","","0"
"247","MattPlayer","","","","1"
"247","AlwaysSpendPlayer","","","","0"
"247","ThomasPlayer","","","","0"
"248","MattPlayer","","","","0"
"248","AlwaysSpendPlayer","","","","0"
"248","ThomasPlayer","","","","0"
"248","RandomPlayer","","","","0"
"249","AlwaysSpendPlayer","","","","0"
"249","RandomPlayer","","","","0"
"249","MattPlayer","","","","0"
"249","ThomasPlayer","","","","0"
"250","MattPlayer","","","","0"
"250","RandomPlayer","","","","0"
"250","ThomasPlayer","","","","1"
"250","AlwaysSpendPlayer","","","","0"
"251","ThomasPlayer","","","","2"
"251","MattPlayer","","","","0"
"251","AlwaysSpendPlayer","","","","0"
"251","RandomPlayer","","","","1"
"252","AlwaysSpendPlayer","","","","0"
"252","RandomPlayer","","","","0"
"252","MattPlayer","","","","1"
"252","ThomasPlayer","","","","1"
"253","AlwaysSpendPlayer","","","","0"
"253","ThomasPlayer","","","","0"
"253","MattPlayer","","","","1"
"253","RandomPlayer","","","","0"
"254","ThomasPlayer","","","","0"
"254","RandomPlayer","","","","0"
"254","MattPlayer","","","","0"
"254","AlwaysSpendPlayer","","","","0"
"255","MattPlayer","","","","0"
"255","ThomasPlayer","","","","1"
"255","RandomPlayer","","","","0"
"255","AlwaysSpendPlayer","","","","1"
"256","ThomasPlayer","","","","1"
"256","MattPlayer","","","","0"
"256","AlwaysSpendPlayer","","","","1"
"256","RandomPlayer","","","","0"
"257","RandomPlayer","","","","1"
"257","MattPlayer","","","","1"
"257","AlwaysSpendPlayer","","","","0"
"257","ThomasPlayer","","","","0"
"258","ThomasPlayer","","","","2"
"258","MattPlayer","","","","0"
"258","RandomPlayer","","","","0"
"258","AlwaysSpendPlayer","","","","2"
"259","MattPlayer","","","","0"
"259","RandomPlayer","","","","0"
"259","ThomasPlayer","","","","0"
"259","AlwaysSpendPlayer","","","","0"
"260","ThomasPlayer","","","","1"
"260","AlwaysSpendPlayer","","","","0"
"260","RandomPlayer","","","","1"
"260","MattPlayer","","","","1"
"261","MattPlayer","","","","0"
"261","RandomPlayer","","","","1"
"261","ThomasPlayer","","","","0"
"261","AlwaysSpendPlayer","","","","1"
"262","MattPlayer","","","","0"
"262","AlwaysSpendPlayer","","","","1"
"262","ThomasPlayer","","","","0"
"262","RandomPlayer","","","","0"
"263","MattPlayer","","","","0"
"263","RandomPlayer","","","","2"
"263","AlwaysSpendPlayer","","","","0"
"263","ThomasPlayer","","","","0"
"264","RandomPlayer","","","","0"
"264","ThomasPlayer","","","","2"
"264","MattPlayer","","","","0"
"264","AlwaysSpendPlayer","","","","1"
"265","MattPlayer","","","","0"
"265","AlwaysSpendPlayer","","","","2"
"265","RandomPlayer","","","","0"
"265","ThomasPlayer","","","","1"
"266","RandomPlayer","","","","0"
"266","MattPlayer","","","","0"
"266","ThomasPlayer","","","","0"
"266","AlwaysSpendPlayer","","","","0"
"267","MattPlayer","","","","2"
"267","ThomasPlayer","","","","0"
"267","RandomPlayer","","","","0"
"267","AlwaysSpendPlayer","","","","2"
"268","AlwaysSpendPlayer","","","","0"
"268","ThomasPlayer","","","","0"
"268","RandomPlayer","","","","0"
"268","MattPlayer","","","","0"
"269","AlwaysSpendPlayer","","","","0"
"269","MattPlayer","","","","1"
"269","RandomPlayer","","","","0"
"269","ThomasPlayer","","","","1"
"270","ThomasPlayer","","","","0"
"270","AlwaysSpendPlayer","","","","0"
"270","RandomPlayer","","","","0"
"270","MattPlayer","","","","0"
"271","MattPlayer","","","","0"
"271","AlwaysSpendPlayer","","","","0"
"271","ThomasPlayer","","","","1"
"271","RandomPlayer","","","","1"
"272","RandomPlayer","","","","0"
"272","MattPlayer","","","","0"
"272","AlwaysSpendPlayer","","","","0"
"272","ThomasPlayer","","","","1"
"273","AlwaysSpendPlayer","","","","0"
"273","MattPlayer","","","","0"
"273","RandomPlayer","","","","2"
"273","ThomasPlayer","","","","0"
"274","MattPlayer","","","","0"
"274","RandomPlayer","","","","0"
"274","AlwaysSpendPlayer","","","","2"
"274","ThomasPlayer","","","","0"
"275","ThomasPlayer","","","","0"
"275","AlwaysSpendPlayer","","","","1"
"275","RandomPlayer","","","","0"
"275","MattPlayer","","","","0"
"276","RandomPlayer","","","","2"
"276","ThomasPlayer","","","","0"
"276","MattPlayer","","","","0"
"276","AlwaysSpendPlayer","","","","2"
"277","MattPlayer","","","","0"
"277","RandomPlayer","","","","0"
"277","AlwaysSpendPlayer","","","","0"
"277","ThomasPlayer","","","","0"
"278","ThomasPlayer","","","","0"
"278","RandomPlayer","","","","0"
"278","MattPlayer","","","","0"
"278","AlwaysSpendPlayer","","","","0"
"279","RandomPlayer","","","","0"
"279","ThomasPlayer","","","","0"
"279","MattPlayer","","","","0"
"279","AlwaysSpendPlayer","","","","2"
"280","ThomasPlayer","","","","1"
"280","AlwaysSpendPlayer","","","","0"
"280","MattPlayer","","","","2"
"280","RandomPlayer","","","","1"
"281","ThomasPlayer","","","","1"
"281","AlwaysSpendPlayer","","","","0"
"281","MattPlayer","","","","1"
"281","RandomPlayer","","","","2"
"282","AlwaysSpendPlayer","","","","0"
"282","ThomasPlayer","","","","1"
"282","MattPlayer","","","","0"
"282","RandomPlayer","","","","1"
"283","RandomPlayer","","","","1"
"283","MattPlayer","","","","1"
"283","ThomasPlayer","","","","1"
"283","AlwaysSpendPlayer","","","","0"
"284","MattPlayer","","","","0"
"284","ThomasPlayer","","","","0"
"284","RandomPlayer","","","","0"
"284","AlwaysSpendPlayer","","","","1"
"285","ThomasPlayer","","","","1"
"285","RandomPlayer","","","","0"
"285","MattPlayer","","","","0"
"285","AlwaysSpendPlayer","","","","0"
"286","AlwaysSpendPlayer","","","","1"
"286","MattPlayer","","","","0"
"286","RandomPlayer","","","","2"
"286","ThomasPlayer","","","","0"
"287","ThomasPlayer","","","","0"
"287","MattPlayer","","","","0"
"287","AlwaysSpendPlayer","","","","1"
"287","RandomPlayer","","","","0"
"288","RandomPlayer","","","","0"
"288","MattPlayer","","","","0"
"288","AlwaysSpendPlayer","","","","0"
"288","ThomasPlayer","","","","0"
"289","ThomasPlayer","","","","1"
"289","AlwaysSpendPlayer","","","","0"
"289","MattPlayer","","","","0"
"289","RandomPlayer","","","","0"
"290","MattPlayer","","","","2"
"290","ThomasPlayer","","","","0"
"290","AlwaysSpendPlayer","","","","0"
"290","RandomPlayer","","","","0"
"291","ThomasPlayer","","","","1"
"291","AlwaysSpendPlayer","","","","0"
"291","RandomPlayer","","","","1"
"291","MattPlayer","","","","2"
"292","MattPlayer","","","","0"
"292","ThomasPlayer","","","","0"
"292","AlwaysSpendPlayer","","","","1"
"292","RandomPlayer","","","","0"
"293","ThomasPlayer","","","","0"
"293","MattPlayer","","","","0"
"293","AlwaysSpendPlayer","","","","0"
"293","RandomPlayer","","","","0"
"294","AlwaysSpendPlayer","","","","0"
"294","MattPlayer","","","","0"
"294","ThomasPlayer","","","","0"
"294","RandomPlayer","","","","0"
"295","AlwaysSpendPlayer","","","","1"
"295","RandomPlayer","","","","0"
"295","ThomasPlayer","","","","0"
"295","MattPlayer","","","","0"
"296","ThomasPlayer","","","","0"
"296","MattPlayer","","","","0"
"296","AlwaysSpendPlayer","","","","0"
"296","RandomPlayer","","","","2"
"297","RandomPlayer","","","","0"
"297","ThomasPlayer","","","","0"
"297","MattPlayer","","","","0"
"297","AlwaysSpendPlayer","","","","0"
"298","RandomPlayer","","","","0"
"298","AlwaysSpendPlayer","","","","0"
"298","MattPlayer","","","","2"
"298","ThomasPlayer","","","","1"
"299","RandomPlayer","","","","1"
"299","MattPlayer","","","","1"
"299","ThomasPlayer","","","","0"
"299","AlwaysSpendPlayer","","","","1"
"300","RandomPlayer","","","","0"
"300","MattPlayer","","","","0"
"300","AlwaysSpendPlayer","","","","0"
"300","ThomasPlayer","","","","0"
"301","AlwaysSpendPlayer","","","","0"
"301","ThomasPlayer","","","","1"
"301","RandomPlayer","","","","0"
"301","MattPlayer","","","","0"
"302","RandomPlayer","","","","0"
"302","ThomasPlayer","","","","2"
"302","MattPlayer","","","","0"
"302","AlwaysSpendPlayer","","","","0"
"303","RandomPlayer","","","","0"
"303","AlwaysSpendPlayer","","","","0"
"303","MattPlayer","","","","1"
"303","ThomasPlayer","","","","1"
"304","AlwaysSpendPlayer","","","","0"
"304","RandomPlayer","","","","0"
"304","MattPlayer","","","","0"
"304","ThomasPlayer","","","","1"
"305","MattPlayer","","","","1"
"305","ThomasPlayer","","","","1"
"305","RandomPlayer","","","","0"
"305","AlwaysSpendPlayer","","","","0"
"306","AlwaysSpendPlayer","","","","0"
"306","RandomPlayer","","","","0"
"306","ThomasPlayer","","","","0"
"306","MattPlayer","","","","0"
"307","MattPlayer","","","","1"
"307","ThomasPlayer","","","","0"
"307","AlwaysSpendPlayer","","","","1"
"307","RandomPlayer","","","","2"
"308","ThomasPlayer","","","","0"
"308","RandomPlayer","","","","2"
"308","AlwaysSpendPlayer","","","","1"
"308","MattPlayer","","","","0"
"309","AlwaysSpendPlayer","","","","0"
"309","MattPlayer","","","","0"
"309","RandomPlayer","","","","0"
"309","ThomasPlayer","","","","1"
"310","RandomPlayer","","","","1"
"310","ThomasPlayer","","","","2"
"310","AlwaysSpendPlayer","","","","2"
"310","MattPlayer","","","","1"
"311","RandomPlayer","","","","0"
"311","MattPlayer","","","","0"
"311","ThomasPlayer","","","","2"
"311","AlwaysSpendPlayer","","","","0"
"312","RandomPlayer","","","","0"
"312","ThomasPlayer","","","","1"
"312","AlwaysSpendPlayer","","","","0"
"312","MattPlayer","","","","0"
"313","AlwaysSpendPlayer","","","","0"
"313","ThomasPlayer","","","","1"
"313","RandomPlayer","","","","0"
"313","MattPlayer","","","","2"
"314","RandomPlayer","","","","0"
"314","ThomasPlayer","","","","0"
"314","AlwaysSpendPlayer","","","","0"
"314","MattPlayer","","","","2"
"315","AlwaysSpendPlayer","","","","1"
"315","RandomPlayer","","","","1"
"315","MattPlayer","","","","0"
"315","ThomasPlayer","","","","0"
"316","MattPlayer","","","","0"
"316","RandomPlayer","","","","0"
"316","AlwaysSpendPlayer","","","","0"
"316","ThomasPlayer","","","","0"
"317","MattPlayer","","","","0"
"317","AlwaysSpendPlayer","","","","0"
"317","RandomPlayer","","","","0"
"317","ThomasPlayer","","","","1"
"318","RandomPlayer","","","","1"
"318","ThomasPlayer","","","","0"
"318","MattPlayer","","","","1"
"318","AlwaysSpendPlayer","","","","0"
"319","MattPlayer","","","","0"
"319","AlwaysSpendPlayer","","","","1"
"319","ThomasPlayer","","","","1"
"319","RandomPlayer","","","","1"
"320","MattPlayer","","","","0"
"320","RandomPlayer","","","","0"
"320","ThomasPlayer","","","","1"
"320","AlwaysSpendPlayer","","","","0"
"321","MattPlayer","","","","1"
"321","ThomasPlayer","","","","1"
"321","AlwaysSpendPlayer","","","","0"
"321","RandomPlayer","","","","0"
"322","ThomasPlayer","","","","0"
"322","AlwaysSpendPlayer","","","","0"
"322","MattPlayer","","","","0"
"322","RandomPlayer","","","","0"
"323","AlwaysSpendPlayer","","","","1"
"323","RandomPlayer","","","","0"
"323","MattPlayer","","","","1"
"323","ThomasPlayer","","","","0"
"324","AlwaysSpendPlayer","","","","1"
"324","ThomasPlayer","","","","1"
"324","MattPlayer","","","","0"
"324","RandomPlayer","","","","2"
"325","ThomasPlayer","","","","0"
"325","AlwaysSpendPlayer","","","","2"
"325","MattPlayer","","","","0"
"325","RandomPlayer","","","","1"
"326","MattPlayer","","","","0"
"326","AlwaysSpendPlayer","","","","1"
"326","ThomasPlayer","","","","1"
"326","RandomPlayer","","","","0"
"327","MattPlayer","","","","0"
"327","RandomPlayer","","","","1"
"327","AlwaysSpendPlayer","","","","0"
"327","ThomasPlayer","","","","0"
"328","RandomPlayer","","","","0"
"328","AlwaysSpendPlayer","","","","1"
"328","ThomasPlayer","","","","1"
"328","MattPlayer","","","","0"
"329","MattPlayer","","","","0"
"329","ThomasPlayer","","","","0"
"329","RandomPlayer","","","","1"
"329","AlwaysSpendPlayer","","","","0"
"330","AlwaysSpendPlayer","","","","0"
"330","ThomasPlayer","","","","0"
"330","RandomPlayer","","","","1"
"330","MattPlayer","","","","0"
"331","ThomasPlayer","","","","1"
"331","RandomPlayer","","","","0"
"331","MattPlayer","","","","1"
"331","AlwaysSpendPlayer","","","","1"
"332","ThomasPlayer","","","","1"
"332","AlwaysSpendPlayer","","","","0"
"332","RandomPlayer","","","","0"
"332","MattPlayer","","","","0"
"333","MattPlayer","","","","0"
"333","ThomasPlayer","","","","1"
"333","AlwaysSpendPlayer","","","","0"
"333","RandomPlayer","","","","1"
"334","MattPlayer","","","","1"
"334","ThomasPlayer","","","","0"
"334","RandomPlayer","","","","0"
"334","AlwaysSpendPlayer","","","","0"
"335","MattPlayer","","","","0"
"335","AlwaysSpendPlayer","","","","0"
"335","RandomPlayer","","","","0"
"335","ThomasPlayer","","","","1"
"336","ThomasPlayer","","","","0"
"336","RandomPlayer","","","","1"
"336","AlwaysSpendPlayer","","","","0"
"336","MattPlayer","","","","0"
"337","RandomPlayer","","","","0"
"337","ThomasPlayer","","","","1"
"337","AlwaysSpendPlayer","","","","0"
"337","MattPlayer","","","","2"
"338","ThomasPlayer","","","","0"
"338","AlwaysSpendPlayer","","","","1"
"338","RandomPlayer","","","","0"
"338","MattPlayer","","","","0"
"339","MattPlayer","","","","0"
"339","RandomPlayer","","","","2"
"339","AlwaysSpendPlayer","","","","0"
"339","ThomasPlayer","","","","0"
"340","MattPlayer","","","","0"
"340","RandomPlayer","","","","0"
"340","AlwaysSpendPlayer","","","","0"
"340","ThomasPlayer","","","","0"
"341","MattPlayer","","","","0"
"341","RandomPlayer","","","","0"
"341","AlwaysSpendPlayer","","","","0"
"341","ThomasPlayer","","","","0"
"342","AlwaysSpendPlayer","","","","1"
"342","ThomasPlayer","","","","3"
"342","RandomPlayer","","","","1"
"342","MattPlayer","","","","0"
"343","RandomPlayer","","","","2"
"343","ThomasPlayer","","","","0"
"343","MattPlayer","","","","1"
"343","AlwaysSpendPlayer","","","","0"
"344","ThomasPlayer","","","","1"
"344","RandomPlayer","","","","0"
"344","AlwaysSpendPlayer","","","","1"
"344","MattPlayer","","","","1"
"345","RandomPlayer","","","","1"
"345","MattPlayer","","","","0"
"345","AlwaysSpendPlayer","","","","0"
"345","ThomasPlayer","","","","0"
"346","AlwaysSpendPlayer","","","","1"
"346","MattPlayer","","","","0"
"346","RandomPlayer","","","","0"
"346","ThomasPlayer","","","","1"
"347","ThomasPlayer","","","","3"
"347","RandomPlayer","","","","0"
"347","AlwaysSpendPlayer","","","","0"
"347","MattPlayer","","","","1"
"348","ThomasPlayer","","","","0"
"348","AlwaysSpendPlayer","","","","1"
"348","RandomPlayer","","","","1"
"348","MattPlayer","","","","0"
"349","MattPlayer","","","","1"
"349","AlwaysSpendPlayer","","","","0"
"349","ThomasPlayer","","","","1"
"349","RandomPlayer","","","","1"
"350","MattPlayer","","","","1"
"350","AlwaysSpendPlayer","","","","0"
"350","RandomPlayer","","","","0"
"350","ThomasPlayer","","","","0"
"351","MattPlayer","","","","0"
"351","AlwaysSpendPlayer","","","","0"
"351","RandomPlayer","","","","3"
"351","ThomasPlayer","","","","0"
"352","RandomPlayer","","","","0"
"352","AlwaysSpendPlayer","","","","0"
"352","ThomasPlayer","","","","1"
"352","MattPlayer","","","","0"
"353","ThomasPlayer","","","","2"
"353","MattPlayer","","","","0"
"353","AlwaysSpendPlayer","","","","0"
"353","RandomPlayer","","","","0"
"354","AlwaysSpendPlayer","","","","1"
"354","MattPlayer","","","","0"
"354","RandomPlayer","","","","2"
"354","ThomasPlayer","","","","0"
"355","ThomasPlayer","","","","0"
"355","AlwaysSpendPlayer","","","","0"
"355","RandomPlayer","","","","0"
"355","MattPlayer","","","","0"
"356","MattPlayer","","","","0"
"356","AlwaysSpendPlayer","","","","0"
"356","RandomPlayer","","","","0"
"356","ThomasPlayer","","","","1"
"357","RandomPlayer","","","","0"
"357","ThomasPlayer","","","","1"
"357","AlwaysSpendPlayer","","","","1"
"357","MattPlayer","","","","0"
"358","RandomPlayer","","","","0"
"358","AlwaysSpendPlayer","","","","0"
"358","ThomasPlayer","","","","0"
"358","MattPlayer","","","","2"
"359","AlwaysSpendPlayer","","","","0"
"359","MattPlayer","","","","0"
"359","ThomasPlayer","","","","2"
"359","RandomPlayer","","","","0"
"360","RandomPlayer","","","","2"
"360","AlwaysSpendPlayer","","","","0"
"360","MattPlayer","","","","4"
"360","ThomasPlayer","","","","2"
"361","RandomPlayer","","","","1"
"361","MattPlayer","","","","0"
"361","AlwaysSpendPlayer","","","","0"
"361","ThomasPlayer","","","","2"
"362","AlwaysSpendPlayer","","","","0"
"362","ThomasPlayer","","","","2"
"362","RandomPlayer","","","","0"
"362","MattPlayer","","","","1"
"363","ThomasPlayer","","","","1"
"363","RandomPlayer","","","","1"
"363","MattPlayer","","","","1"
"363","AlwaysSpendPlayer","","","","0"
"364","ThomasPlayer","","","","0"
"364","AlwaysSpendPlayer","","","","1"
"364","MattPlayer","","","","1"
"364","RandomPlayer","","","","0"
"365","MattPlayer","","","","0"
"365","RandomPlayer","","","","0"
"365","AlwaysSpendPlayer","","","","2"
"365","ThomasPlayer","","","","0"
"366","AlwaysSpendPlayer","","","","2"
"366","ThomasPlayer","","","","0"
"366","MattPlayer","","","","2"
"366","RandomPlayer","","","","1"
"367","RandomPlayer","","","","0"
"367","MattPlayer","","","","0"
"367","ThomasPlayer","","","","1"
"367","AlwaysSpendPlayer","","","","0"
"368","ThomasPlayer","","","","1"
"368","MattPlayer","","","","1"
"368","AlwaysSpendPlayer","","","","1"
"368","RandomPlayer","","","","1"
"369","MattPlayer","","","","1"
"369","RandomPlayer","","","","0"
"369","AlwaysSpendPlayer","","","","1"
"369","ThomasPlayer","","","","1"
"370","RandomPlayer","","","","0"
"370","MattPlayer","","","","0"
"370","ThomasPlayer","","","","0"
"370","AlwaysSpendPlayer","","","","0"
"371","RandomPlayer","","","","0"
"371","MattPlayer","","","","1"
"371","ThomasPlayer","","","","2"
"371","AlwaysSpendPlayer","","","","1"
"372","AlwaysSpendPlayer","","","","0"
"372","ThomasPlayer","","","","0"
"372","RandomPlayer","","","","0"
"372","MattPlayer","","","","0"
"373","AlwaysSpendPlayer","","","","0"
"373","RandomPlayer","","","","0"
"373","MattPlayer","","","","0"
"373","ThomasPlayer","","","","0"
"374","RandomPlayer","","","","0"
"374","AlwaysSpendPlayer","","","","1"
"374","ThomasPlayer","","","","0"
"374","MattPlayer","","","","0"
"375","MattPlayer","","","","0"
"375","ThomasPlayer","","","","1"
"375","RandomPlayer","","","","1"
"375","AlwaysSpendPlayer","","","","0"
"376","AlwaysSpendPlayer","","","","0"
"376","MattPlayer","","","","0"
"376","ThomasPlayer","","","","1"
"376","RandomPlayer","","","","1"
"377","ThomasPlayer","","","","0"
"377","RandomPlayer","","","","0"
"377","MattPlayer","","","","1"
"377","AlwaysSpendPlayer","","","","0"
"378","MattPlayer","","","","1"
"378","AlwaysSpendPlayer","","","","0"
"378","RandomPlayer","","","","1"
"378","ThomasPlayer","","","","0"
"379","MattPlayer","","","","0"
"379","ThomasPlayer","","","","0"
"379","AlwaysSpendPlayer","","","","0"
"379","RandomPlayer","","","","0"
"380","ThomasPlayer","","","","0"
"380","RandomPlayer","","","","0"
"380","MattPlayer","","","","0"
"380","AlwaysSpendPlayer","","","","2"
"381","RandomPlayer","","","","1"
"381","ThomasPlayer","","","","0"
